үҫемлектәр	үҫемлек
тәғәйенләү	тәғәйенлә
уратқан	урат
уратқан	урат
уратқан	урат
фильмы	фильм
ысулдарын	ысул
асыштар	асыш
хоқуқ	хоқуқ
хыялын	хыял
музей	музей
ойошмалары	ойошма
зарарлай	зарарла
зарарлай	зарарла
сатирик	сатирик
қулланалар	қуллан
күрһәтте	күрһәт
зыяратта	зыярат
һынау	һына
һынау	һынау
аллеяһында	аллея
экспортқа	экспорт
майор	майор
акционер	акционер
участкала	участка
һыуық	һыуық
һыуық	һыуық
һуғыштан	һуғыш
қарай	қара
қарай	қара
театрҙарында	театр
майҙансықта	майҙансық
эйәләренең	эйә
баҫым	баҫым
йылғаһы	йылға
мақсаттарҙа	мақсат
йолаларҙы	йола
белеү	бел
нефтсеһе	нефтсе
әйтеүенсә	әйтеүенсә
иҫәпләй	иҫәплә
иҫәпләй	иҫәплә
мәсьәләләре	мәсьәлә
фауна	фауна
ғашиқ	ғашиқ
журналын	журнал
тоқомдарынан	тоқом
теләген	теләк
пландарын	план
монахтар	монах
өйө	өй
әҙ	әҙ
дастан	дастан
флотилияһы	флотилия
инқилап	инқилап
епархия	епархия
урынға	урын
барышы	барыш
туңдырма	туңдырма
шарының	шар
магистраль	магистраль
төркөмдә	төркөм
демонстрациялар	демонстрация
баш	баш
баш	баш
табип	табип
яртыһын	ярты
марксизм	марксизм
мобиль	мобиль
тәғәйенләнә	тәғәйенлә
тәғәйенләнә	тәғәйенлә
тәрбиәләүгә	тәрбиәлә
тәрбиәләүгә	тәрбиәләү
скрипкала	скрипка
батшабикәнең	батшабикә
асқан	ас
асқан	ас
асқан	ас
комплексында	комплекс
спортсылары	спортсы
булдырыла	булдырыл
булдырыла	булдырыл
булдырыла	булдырыл
булдырыла	булдырыл
юғалтмай	юғалт
юғалтмай	юғалт
юғалтмай	юғалт
юғалтмай	юғалт
тал	тал
тал	тал
тал	тал
уйғыр	уйғыр
бассейнынан	бассейн
таған	таған
йөҙлөк	йөҙлөк
ауылының	ауыл
артиллерия	артиллерия
шарттар	шарт
тарихын	тарих
ауылдарҙың	ауыл
нигеҙе	нигеҙ
фразеологик	фразеологик
тиң	тиң
тат	тат
квартет	квартет
мөлкәте	мөлкәт
мөлкәте	мөлкәте
алтарь	алтарь
серияһын	серия
һынап	һына
һынап	һына
дизель	дизель
майҙанда	майҙан
ташлаған	ташла
ташлаған	ташла
ташлаған	ташла
шахта	шах
шахта	шахта
алфавиты	алфавит
эйә	эйә
өлкәләр	өлкә
эраға	эра
ғибәҙәтхана	ғибәҙәтхана
испан	испан
тамамлай	тамамла
тамамлай	тамамла
училищены	училище
файҙаланыусы	файҙалан
файҙаланыусы	файҙалан
файҙаланыусы	файҙалан
бот	бот
маташа	маташ
маташа	маташ
маташа	маташ
маташа	маташ
премьер-министр	премьер-министр
төҙөлөшөнөң	төҙөлөш
төҙөлөшөнөң	төҙөлөшө
тирмән	тирмән
асыш	асыш
асыш	асы
асыш	ас
мәжбүр	мәжбүр
ят	ят
ят	ят
ят	ят
биологик	биологик
мәҙәниәттең	мәҙәниәт
шағир	шағир
қыҫқа	қыҫқа
агентлық	агентлық
биатлон	биатлон
эшқыуарҙар	эшқыуар
күп	күп
қулланылмай	қуллан
қулланылмай	қуллан
қулланылмай	қуллан
қулланылмай	қуллан
карьераһын	карьера
хикәйәлә	хикәйә
тирә-яқтағы	тирә-яқтағы
қәбиләһенә	қәбилә
мәктәптәрҙә	мәктәп
юғалған	юғал
юғалған	юғал
юғалған	юғал
юғалған	юғал
юғалған	юғал
юғалған	юғал
қалдыралар	қалдыр
билдәһе	билдә
қорот	қорот
мәктәптәрҙең	мәктәп
қыҫымы	қыҫым
һалыусы	һал
күсермәһен	күсер
күсермәһен	күсермә
теркәй	теркә
теркәй	теркә
һығымта	һығымта
дәрәжәһен	дәрәжә
органдар	орган
астроном	астроном
ғилем	ғилем
тракты	тракт
өй	өй
өй	өй
вәкиллеге	вәкиллек
корей	корей
ағастан	ағас
алынмаған	ал
алынмаған	алын
алынмаған	алын
алынмаған	ал
алынмаған	алын
алынмаған	алын
алынмаған	ал
алынмаған	алын
алынмаған	алын
саңғыһы	саңғы
сағы	сақ
фигуралар	фигура
сифат	сифат
бал	бал
табып	тап
табып	тап
иҙән	иҙән
қаса	қас
қаса	қас
қаса	қас
қаса	қас
хикәйәһен	хикәйә
уттар	ут
колхозсы	колхозсы
ярақлы	ярақлы
боҙҙан	боҙ
йырсылар	йырсы
томлы	томлы
тартыла	тарт
тартыла	тарт
қалдықтары	қалдық
қалдықтары	қалдықтары
ойошмаларының	ойошма
министрлығында	министрлық
аҙақтарында	аҙақ
күлдәр	күл
тере	тере
тере	тере
үл	үл
үл	үл
ерҙәр	ерҙә
ерҙәр	ерҙә
ерҙәр	ер
төрҙәре	төр
төрҙәре	төрҙәре
оптик	оптик
оптик	оптик
уйындың	уйын
сақырыла	сақырыл
сақырыла	сақырыл
сақырыла	сақырыл
сақырыла	сақырыл
округына	округ
ысулдары	ысул
функция	функция
бойондороқһоҙлоғон	бойондороқһоҙлоқ
легендаға	легенда
қәнәғәтләндерә	қәнәғәтләндер
қәнәғәтләндерә	қәнәғәтләндер
һырттар	һырт
қыҙыл	қыҙыл
емеш	емеш
капиталистик	капиталистик
өйрәнә	өйрән
өйрәнә	өйрән
ғәмәлдә	ғәмәл
ғәмәлдә	ғәмәлдә
ғәмәлдә	ғәмәлдә
мөнәсәбәттәр	мөнәсәбәт
рәсемдәр	рәсем
академия	академия
еңелерәк	еңел
биләгән	билә
биләгән	билә
биләгән	билә
булмауы	булмау
булмауы	бул
булмауы	бул
эшһеҙлек	эшһеҙлек
һүҙҙе	һүҙ
һүҙҙе	һүҙ
һүҙҙе	һүҙ
өйрәк	өйрәк
оҙонорақ	оҙон
сағыштырмаса	сағыштырмаса
кинематография	кинематография
бәйләнештәр	бәйләнеш
вақиғаларын	вақиға
һыуының	һыу
һыуының	һыуы
һыуының	һыуы
династияһына	династия
йүнәлештәре	йүнәлеш
йылдарынан	йыл
маршруттары	маршрут
бушатыу	бушат
сүллеге	сүллек
майҙансықтары	майҙансық
һақланып	һақла
һақланып	һақла
һақланып	һақлан
һақланып	һақлан
һақланып	һақлан
һақланып	һақлан
төрө	төр
таяғы	таяқ
өйрәткән	өйрәт
